Step,Time_fs,Kinetic_au,Temperature_K,Potential_au,Conserved_au
142,71.0,1.822644988,466.784330325,-3452.115270942,-3449.534030818
143,71.5,1.842857069,471.960699306,-3452.141382518,-3449.533580612
144,72.0,1.889529135,483.913542111,-3452.206423084,-3449.536885174
145,72.5,1.948759088,499.08249378,-3452.264656323,-3449.537850908
146,73.0,1.97731645,506.39611178,-3452.298041598,-3449.537932891
147,73.5,1.991999442,510.156465885,-3452.308579824,-3449.538281656
148,74.0,1.967838583,503.968804336,-3452.297843364,-3449.539158333
149,74.5,1.928386962,493.865136974,-3452.262890112,-3449.540313526
150,75.0,1.871213915,479.222964381,-3452.211669897,-3449.536699398
151,75.5,1.890984447,484.286251289,-3452.229211888,-3449.529915453
152,76.0,2.016192866,516.352467399,-3452.383327663,-3449.545164178
153,76.5,2.114855571,541.620254117,-3452.493107824,-3449.544701672
154,77.0,2.143506333,548.957792104,-3452.525309421,-3449.541676532
155,77.5,2.116437855,542.02548139,-3452.511165915,-3449.54609549
156,78.0,2.040359523,522.54161391,-3452.426344664,-3449.536538477
157,78.5,2.011932346,515.261336773,-3452.409547855,-3449.533264199
158,79.0,2.069265046,529.944396904,-3452.491488547,-3449.547238356
159,79.5,2.056195264,526.597190239,-3452.488237354,-3449.546460878
160,80.0,1.947147347,498.669722561,-3452.386718503,-3449.539870127
161,80.5,1.869705634,478.83668947,-3452.308655923,-3449.52827847
162,81.0,1.902477252,487.229589825,-3452.364154089,-3449.54260752
163,81.5,1.934356415,495.3939301,-3452.388036976,-3449.542696143
164,82.0,1.892558359,484.689334448,-3452.341600936,-3449.540673138
165,82.5,1.805898042,462.495392115,-3452.251731832,-3449.536546166
166,83.0,1.725064921,441.793810212,-3452.173831597,-3449.534039304
167,83.5,1.685987927,431.786085943,-3452.144035247,-3449.535400084
168,84.0,1.683975965,431.270817031,-3452.14658354,-3449.536924668
169,84.5,1.684862145,431.497770231,-3452.155871641,-3449.538117709
170,85.0,1.677427084,429.593630735,-3452.152875941,-3449.538814144
171,85.5,1.657166807,424.404919003,-3452.132686507,-3449.538030653
172,86.0,1.64009922,420.033863482,-3452.116184694,-3449.537415759
173,86.5,1.627233215,416.738844594,-3452.113201024,-3449.539635751
174,87.0,1.621540671,415.280968756,-3452.106164059,-3449.536195908
175,87.5,1.643563245,420.921009806,-3452.135422652,-3449.536032752
176,88.0,1.704610399,436.555351737,-3452.202660776,-3449.538916864
177,88.5,1.764051454,451.778367118,-3452.263093647,-3449.53890604
178,89.0,1.812786178,464.259462381,-3452.307565321,-3449.538448866
179,89.5,1.834610625,469.84876259,-3452.340211517,-3449.538015203
180,90.0,1.85849875,475.966576231,-3452.367923335,-3449.537105802
181,90.5,1.891151518,484.329038683,-3452.40194761,-3449.537987995
182,91.0,1.899987393,486.591930262,-3452.429960058,-3449.542760216
183,91.5,1.864839498,477.590458998,-3452.398615387,-3449.545564907
184,92.0,1.797980084,460.467581434,-3452.318367602,-3449.528650688
185,92.5,1.87366012,479.84944411,-3452.393161421,-3449.538798243
186,93.0,2.011708954,515.204125303,-3452.532589462,-3449.545690127
187,93.5,2.065829555,529.064558271,-3452.602874064,-3449.545948261
188,94.0,2.051426917,525.376003674,-3452.586709018,-3449.544797687
189,94.5,1.974238134,505.60774678,-3452.509051432,-3449.542328121
190,95.0,1.895232819,485.37427092,-3452.434786885,-3449.535480826
191,95.5,1.902173096,487.151694753,-3452.450283812,-3449.543809863
192,96.0,1.904679526,487.793598355,-3452.467281896,-3449.543090528
193,96.5,1.905624784,488.035681514,-3452.463505083,-3449.539407573
194,97.0,1.918800255,491.409955389,-3452.477893698,-3449.540264999
195,97.5,1.923764736,492.681372279,-3452.495111477,-3449.541947758
196,98.0,1.905687743,488.051805512,-3452.486234083,-3449.541663639
197,98.5,1.864223259,477.432638502,-3452.451178001,-3449.540013888
198,99.0,1.828338109,468.242354156,-3452.414839483,-3449.537363542
199,99.5,1.823402902,466.978434208,-3452.414795329,-3449.536377614
200,100.0,1.8522241,474.359621388,-3452.463089039,-3449.540476423
201,100.5,1.885961658,482.999901559,-3452.508039741,-3449.54619916
202,101.0,1.856442756,475.440030642,-3452.484721927,-3449.544183723
203,101.5,1.824356969,467.222773328,-3452.457456514,-3449.532096444
204,102.0,1.909815874,489.109030887,-3452.560442927,-3449.545281913
205,102.5,1.979446584,506.94164497,-3452.638901599,-3449.550254336
206,103.0,1.938810798,496.534709605,-3452.602735418,-3449.541592551
207,103.5,1.926472117,493.374739907,-3452.584847992,-3449.537719704
208,104.0,1.947897539,498.861848864,-3452.623812673,-3449.546943316
209,104.5,1.899436591,486.450868364,-3452.593430156,-3449.541820029
210,105.0,1.841054023,471.498934139,-3452.547646872,-3449.538801844
211,105.5,1.80566849,462.436603054,-3452.527927429,-3449.54113161
212,106.0,1.787269992,457.724697848,-3452.513503642,-3449.539867902
213,106.5,1.770025884,453.308435008,-3452.514937409,-3449.540920943
214,107.0,1.766284613,452.350285404,-3452.523797776,-3449.541041389
215,107.5,1.769749449,453.237639086,-3452.537090557,-3449.540622836
216,108.0,1.772845326,454.03050178,-3452.553516887,-3449.541968302
217,108.5,1.770955569,453.546529901,-3452.554652036,-3449.540404076
218,109.0,1.774643763,454.491086371,-3452.554813034,-3449.538902088
219,109.5,1.788867224,458.133753187,-3452.571047787,-3449.539322067
220,110.0,1.811207598,463.855183664,-3452.598883444,-3449.540359234
221,110.5,1.83735643,470.551970586,-3452.623972626,-3449.54238855
222,111.0,1.82541919,467.494811026,-3452.620174619,-3449.545168296
223,111.5,1.770246871,453.365030227,-3452.566789889,-3449.540935594
224,112.0,1.754967291,449.451888495,-3452.550108194,-3449.534046965
225,112.5,1.837456158,470.577511301,-3452.645220185,-3449.546866449
226,113.0,1.877007451,480.706704744,-3452.695766074,-3449.54999654
227,113.5,1.829807964,468.618787923,-3452.647808657,-3449.541443848
228,114.0,1.831607675,469.079698918,-3452.642567618,-3449.534785519
229,114.5,1.91366752,490.095447884,-3452.741603664,-3449.547214152
230,115.0,1.95618155,500.983406361,-3452.784889299,-3449.542958281
231,115.5,1.956877081,501.161533922,-3452.79347914,-3449.540712961
232,116.0,1.951594015,499.808526321,-3452.794611336,-3449.542357053
233,116.5,1.917060747,490.964462702,-3452.768899712,-3449.543375013
234,117.0,1.855051314,475.083678469,-3452.709669155,-3449.540443427
235,117.5,1.807842132,462.993278664,-3452.667234746,-3449.53567321
236,118.0,1.826952427,467.887477276,-3452.70599109,-3449.537369651
237,118.5,1.906282535,488.204133162,-3452.80313099,-3449.543136191
238,119.0,1.968925513,504.247170093,-3452.87834065,-3449.546475656
239,119.5,1.966591646,503.649460218,-3452.88023486,-3449.548475751
240,120.0,1.872837731,479.638828102,-3452.793457969,-3449.546554496
241,120.5,1.771568695,453.703553118,-3452.689497749,-3449.533317407
242,121.0,1.8079823,463.029176177,-3452.745080982,-3449.542453099
243,121.5,1.902387084,487.206497643,-3452.854237533,-3449.551685715
244,122.0,1.910275303,489.226691958,-3452.870464989,-3449.544545127
245,122.5,1.897421274,485.934740272,-3452.870300649,-3449.539866328
246,123.0,1.927834878,493.723746686,-3452.91499855,-3449.543390875
247,123.5,1.95733427,501.278621233,-3452.957107304,-3449.54761577
248,124.0,1.949155885,499.184114658,-3452.949556521,-3449.541018603
249,124.5,1.986823356,508.830856189,-3452.993767794,-3449.53991939
250,125.0,2.066133793,529.142474544,-3453.095330871,-3449.547697318
251,125.5,2.091025681,535.517354563,-3453.132469676,-3449.545688487
252,126.0,2.070831349,530.34553142,-3453.110747229,-3449.545147461
253,126.5,1.977107781,506.342671103,-3453.035849391,-3449.547172451
254,127.0,1.818490833,465.720439889,-3452.890467513,-3449.547579705
255,127.5,1.639998939,420.008181265,-3452.710192953,-3449.536530653
256,128.0,1.571443732,402.451006632,-3452.642940069,-3449.54060929
257,128.5,1.576838927,403.832730786,-3452.657233251,-3449.543853958
258,129.0,1.590103764,407.22989158,-3452.6811457,-3449.543900098
259,129.5,1.594820653,408.437899442,-3452.693364469,-3449.544444155
260,130.0,1.572019291,402.5984088,-3452.6764098,-3449.544465389
261,130.5,1.528063901,391.341314158,-3452.63008553,-3449.54135901
262,131.0,1.493296013,382.437163643,-3452.599501423,-3449.53871734
263,131.5,1.505483189,385.558332499,-3452.616959749,-3449.541014234
264,132.0,1.540834553,394.611912897,-3452.65430175,-3449.541230409
265,132.5,1.582768924,405.351419012,-3452.701932931,-3449.540979932
266,133.0,1.634228124,418.530259892,-3452.761893505,-3449.543126893
267,133.5,1.666699456,426.846256095,-3452.812261907,-3449.546769201
268,134.0,1.655297511,423.926186987,-3452.812296235,-3449.547571365
269,134.5,1.636060847,418.999625237,-3452.788822337,-3449.538238838
270,135.0,1.681538016,430.646451631,-3452.841108799,-3449.548982357
271,135.5,1.697648923,434.772498622,-3452.8649048,-3449.54765207
272,136.0,1.697345613,434.694820189,-3452.864818216,-3449.5411914
273,136.5,1.766549632,452.418157394,-3452.94515836,-3449.541660189
274,137.0,1.8932842,484.875224319,-3453.086464691,-3449.553274026
275,137.5,1.92575852,493.191985768,-3453.127170444,-3449.551603021
276,138.0,1.858120613,475.869734124,-3453.063195629,-3449.546850911
277,138.5,1.758795591,450.432326443,-3452.966740964,-3449.542023498
278,139.0,1.701254585,435.695918644,-3452.914682348,-3449.539652945
279,139.5,1.721139985,440.788623516,-3452.944154688,-3449.541705928
280,140.0,1.789478815,458.290383495,-3453.019084598,-3449.546185355
281,140.5,1.840703058,471.409051121,-3453.069661679,-3449.546508593
282,141.0,1.844132149,472.287250724,-3453.075710616,-3449.546211962
283,141.5,1.808291804,463.108441068,-3453.037808747,-3449.547581308
284,142.0,1.712809032,438.655043887,-3452.948366226,-3449.545778003
285,142.5,1.629175838,417.236355609,-3452.861443562,-3449.535926863
286,143.0,1.669526169,427.570185136,-3452.901724883,-3449.54282291
287,143.5,1.747140352,447.447388088,-3452.989645574,-3449.550819498
288,144.0,1.749088699,447.946365075,-3452.999848995,-3449.550050031
289,144.5,1.70324528,436.205741014,-3452.955495278,-3449.537874107
290,145.0,1.728432063,442.656144399,-3452.993491678,-3449.546470207
291,145.5,1.759824964,450.695951679,-3453.030292512,-3449.547421673
292,146.0,1.740574669,445.765898917,-3453.02141945,-3449.544642275
293,146.5,1.71238931,438.547551758,-3452.996272908,-3449.544273517
294,147.0,1.658297181,424.69441081,-3452.962503549,-3449.545006363
295,147.5,1.622511205,415.529525199,-3452.91658601,-3449.543777325
296,148.0,1.589634043,407.109594638,-3452.883427364,-3449.541568809
297,148.5,1.5891488,406.985322666,-3452.89322964,-3449.543915156
298,149.0,1.613245752,413.156617359,-3452.923383841,-3449.544759042
299,149.5,1.631279138,417.775016552,-3452.955393424,-3449.546747894
300,150.0,1.622608977,415.554564901,-3452.95992747,-3449.549618696
301,150.5,1.581462223,405.01676949,-3452.912312,-3449.544828931
302,151.0,1.567898702,401.543114806,-3452.899887015,-3449.53966188
303,151.5,1.630806026,417.653851366,-3452.977017513,-3449.549777423
304,152.0,1.66887241,427.402755582,-3453.017237604,-3449.548032015
305,152.5,1.670041437,427.702146544,-3453.021154407,-3449.542287428
306,153.0,1.702999376,436.142764201,-3453.06180577,-3449.541300435
307,153.5,1.786991189,457.653295541,-3453.150933982,-3449.546609184
308,154.0,1.842536256,471.878538141,-3453.220559988,-3449.54998766
309,154.5,1.865543877,477.770852311,-3453.248746891,-3449.541978788
310,155.0,1.910777459,489.355295434,-3453.318127003,-3449.553254208
311,155.5,1.896770159,485.767987992,-3453.313432393,-3449.554884116
312,156.0,1.798673814,460.645247724,-3453.211518426,-3449.542786818
313,156.5,1.764853897,451.983875067,-3453.179088041,-3449.540582794
314,157.0,1.810423194,463.654295693,-3453.250448974,-3449.549303491
315,157.5,1.857866355,475.804618001,-3453.302631727,-3449.55069653
316,158.0,1.847333687,473.107173151,-3453.294822217,-3449.548733783
317,158.5,1.809335884,463.375832724,-3453.248709516,-3449.545954522
318,159.0,1.760734128,450.928791002,-3453.204998539,-3449.543686861
319,159.5,1.738301505,445.183735275,-3453.19522078,-3449.5454999
320,160.0,1.744333411,446.728522838,-3453.196855878,-3449.54829666
321,160.5,1.701468364,435.75066786,-3453.172607487,-3449.54698675
322,161.0,1.668297599,427.255544923,-3453.136729099,-3449.544414865
323,161.5,1.648286291,422.13059459,-3453.122213045,-3449.544063707
324,162.0,1.648550144,422.198168136,-3453.133260783,-3449.545012158
325,162.5,1.664657244,426.323240211,-3453.153582735,-3449.546646036
326,163.0,1.662703092,425.82277642,-3453.158311574,-3449.549784305
327,163.5,1.601049733,410.033183826,-3453.109021355,-3449.552550588
328,164.0,1.501328346,384.494266003,-3453.003137473,-3449.542803969
329,164.5,1.505035105,385.443576849,-3452.998603452,-3449.539971529
330,165.0,1.618960494,414.620178511,-3453.124193379,-3449.552826045
331,165.5,1.693952729,433.825893474,-3453.202559674,-3449.550615112
332,166.0,1.717826591,439.940054343,-3453.2242758,-3449.546680689
333,166.5,1.724929091,441.759023733,-3453.234524319,-3449.544911374
334,167.0,1.736024574,444.600607242,-3453.253662077,-3449.546035881
335,167.5,1.73639844,444.696355125,-3453.266142385,-3449.546845363
336,168.0,1.720944546,440.738571022,-3453.258629326,-3449.547182225
337,168.5,1.678229666,429.799174267,-3453.226735006,-3449.548037504
338,169.0,1.606715332,411.484159261,-3453.165771665,-3449.548610065
339,169.5,1.529087714,391.603515385,-3453.083998482,-3449.545512337
340,170.0,1.502331739,384.75123751,-3453.050023519,-3449.538496788
341,170.5,1.599020414,409.513469773,-3453.148062635,-3449.546765783
342,171.0,1.709589234,437.830444817,-3453.271686264,-3449.552433307
343,171.5,1.768433751,452.900685356,-3453.31837784,-3449.551353539
344,172.0,1.741150947,445.913485287,-3453.288300333,-3449.548709744
345,172.5,1.666522504,426.800938357,-3453.216633094,-3449.546962267
346,173.0,1.573112332,402.878339644,-3453.133164536,-3449.546688844
347,173.5,1.490525369,381.727594158,-3453.054049798,-3449.545753284
348,174.0,1.452967396,372.108895233,-3453.010499799,-3449.539625745
349,174.5,1.51127336,387.041210854,-3453.081722908,-3449.545147273
350,175.0,1.614510888,413.480622238,-3453.197971774,-3449.54946931
351,175.5,1.684235742,431.337346683,-3453.272210835,-3449.547955969
352,176.0,1.72230335,441.086564347,-3453.313837048,-3449.547388064
353,176.5,1.723535495,441.402120025,-3453.328364263,-3449.549248196
354,177.0,1.692192986,433.375218407,-3453.297916054,-3449.549837499
355,177.5,1.624264181,415.978467156,-3453.240273059,-3449.542574403
356,178.0,1.637612295,419.396955196,-3453.254281564,-3449.545536956
357,178.5,1.68728622,432.118582447,-3453.314885128,-3449.549779733
358,179.0,1.733532095,443.962276516,-3453.354280339,-3449.548593075
359,179.5,1.744601385,446.797151693,-3453.377747316,-3449.546145233
360,180.0,1.777166393,455.137138574,-3453.413500072,-3449.54622936
361,180.5,1.821846376,466.579803692,-3453.460716016,-3449.547744821
362,181.0,1.865926904,477.868946453,-3453.498681997,-3449.547790048
363,181.5,1.899564495,486.483624969,-3453.528034925,-3449.546069036
364,182.0,1.936622157,495.974192789,-3453.573817681,-3449.54670685
365,182.5,1.987926734,509.113434236,-3453.624442608,-3449.552575156
366,183.0,1.957831573,501.405981815,-3453.605137305,-3449.555915853
367,183.5,1.843018201,472.001965538,-3453.49109177,-3449.546950771
368,184.0,1.789532871,458.304227223,-3453.435190233,-3449.539315115
369,184.5,1.842448898,471.856165442,-3453.520062706,-3449.553264628
370,185.0,1.88384867,482.458759548,-3453.567448881,-3449.552077882
371,185.5,1.86887947,478.625106781,-3453.552930036,-3449.548397141
372,186.0,1.832051245,469.19329828,-3453.518819087,-3449.546064485
373,186.5,1.810138918,463.581491762,-3453.496070102,-3449.545179511
374,187.0,1.795626737,459.86488299,-3453.496343423,-3449.545822385
375,187.5,1.793722227,459.377132675,-3453.509849562,-3449.54757027
376,188.0,1.789125632,458.199932363,-3453.512355628,-3449.54923527
377,188.5,1.751680408,448.610108837,-3453.486310745,-3449.548483057
378,189.0,1.717194689,439.778222341,-3453.447357135,-3449.547681178
379,189.5,1.672071969,428.222171469,-3453.411178358,-3449.549656954
380,190.0,1.621570647,415.288645734,-3453.362603095,-3449.549507651
381,190.5,1.572985066,402.845746571,-3453.321036174,-3449.543647589
382,191.0,1.604040243,410.799061658,-3453.366775589,-3449.545572012
383,191.5,1.681790469,430.711105689,-3453.468674607,-3449.552376712
384,192.0,1.731733541,443.501661918,-3453.524272792,-3449.55159582
385,192.5,1.726524584,442.167633876,-3453.522433091,-3449.550755166
386,193.0,1.671199995,427.998856433,-3453.472956265,-3449.550224989
387,193.5,1.606274671,411.371304712,-3453.405842949,-3449.541830345
388,194.0,1.608663824,411.983173293,-3453.427419712,-3449.546323431
389,194.5,1.66228576,425.715896546,-3453.493516673,-3449.549613434
390,195.0,1.703549669,436.283695894,-3453.538613344,-3449.548589369
391,195.5,1.727008996,442.291693217,-3453.565014033,-3449.549116036
392,196.0,1.714272865,439.02993531,-3453.56534319,-3449.550835665
393,196.5,1.682167263,430.807603579,-3453.527703073,-3449.548388084
394,197.0,1.655223602,423.907258722,-3453.504315791,-3449.544299219
395,197.5,1.689294076,432.632799657,-3453.542220263,-3449.551935421
396,198.0,1.690833442,433.027035501,-3453.549996988,-3449.552548009
397,198.5,1.648483527,422.181107279,-3453.508774959,-3449.54728224
398,199.0,1.621301415,415.219694732,-3453.490845903,-3449.544330868
399,199.5,1.659353725,424.964994567,-3453.541151402,-3449.54580793
400,200.0,1.743871912,446.610331769,-3453.635825849,-3449.549099053
401,200.5,1.82282553,466.830567574,-3453.721039111,-3449.55065788
402,201.0,1.854883543,475.040711806,-3453.765567843,-3449.550086633
403,201.5,1.857160624,475.62387835,-3453.771573677,-3449.549846761
404,202.0,1.830188562,468.71626026,-3453.741094414,-3449.552143421
405,202.5,1.731869051,443.536366296,-3453.650207222,-3449.554265706
406,203.0,1.591835738,407.673454759,-3453.508243185,-3449.542117366
407,203.5,1.572179889,402.639538463,-3453.488117734,-3449.543938716
408,204.0,1.633601974,418.369901256,-3453.574522392,-3449.55385577
